#Digilent WaveForms Oscilloscope Acquisition,,,
#Device Name: Discovery2,,,
#Serial Number: SN:210321AC1D4D,,,
#Date Time: 2020-12-03 16:30:41.368,,,
#Sample rate: 7.69231e+06Hz,,,
#Samples: 8192,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X,,,
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X,,,
#Wavegen Channel 1: Running,,,
#Mode: Simple,,,
#Type: Sine,,,
#Frequency: 10 kHz,,,
#Period: 100 us,,,
#Amplitude: 1 V,,,
#Offset: 2.5 V,,,
#Symmetry: 50 %,,,
#Phase: 0 ��,,,
#Power Supplies: ON,,,
#Positive Supply: ON,,,
#Voltage: 5 V,,,
#Negative Supply: ON,,,
#Voltage: -5 V,,,
,,,
Time (s),Channel 1 (V),Channel 2 (V),
0.43170088,0.589318622,3.463723678,
0.43170101,0.593082354,3.461511461,
0.43170114,0.589318622,3.459235093,
0.43170127,0.593082354,3.456894726,
0.4317014,0.589318622,3.454490517,
0.43170153,0.589318622,3.452022627,
0.43170166,0.593082354,3.449491219,
0.43170179,0.593082354,3.446896463,
0.43170192,0.593082354,3.444238532,
0.43170205,0.589318622,3.441517603,
0.43170218,0.589318622,3.438733858,
0.43170231,0.589318622,3.435887482,
0.43170244,0.589318622,3.432978665,
0.43170257,0.58555489,3.430007602,
0.4317027,0.589318622,3.42697449,
0.43170283,0.589318622,3.423879533,
0.43170296,0.589318622,3.420722935,
0.43170309,0.58555489,3.417504909,
0.43170322,0.581791158,3.414225669,
0.43170335,0.58555489,3.410885433,
0.43170348,0.578027427,3.407484425,
0.43170361,0.581791158,3.40402287,
0.43170374,0.581791158,3.400501002,
0.43170387,0.574263695,3.396919053,
0.431704,0.574263695,3.393277264,
0.43170413,0.570499963,3.389575876,
0.43170426,0.570499963,3.385815138,
0.43170439,0.566736231,3.3819953,
0.43170452,0.566736231,3.378116617,
0.43170465,0.5629725,3.374179348,
0.43170478,0.559208768,3.370183755,
0.43170491,0.566736231,3.366130105,
0.43170504,0.559208768,3.362018668,
0.43170517,0.559208768,3.357849719,
0.4317053,0.5629725,3.353623536,
0.43170543,0.559208768,3.3493404,
0.43170556,0.5629725,3.345000598,
0.43170569,0.559208768,3.34060442,
0.43170582,0.5629725,3.336152158,
0.43170595,0.559208768,3.331644109,
0.43170608,0.559208768,3.327080574,
0.43170621,0.559208768,3.322461858,
0.43170634,0.551681305,3.317788269,
0.43170647,0.555445036,3.313060119,
0.4317066,0.559208768,3.308277723,
0.43170673,0.5629725,3.3034414,
0.43170686,0.555445036,3.298551473,
0.43170699,0.551681305,3.293608268,
0.43170712,0.551681305,3.288612115,
0.43170725,0.555445036,3.283563347,
0.43170738,0.559208768,3.278462302,
0.43170751,0.5629725,3.273309318,
0.43170764,0.566736231,3.268104741,
0.43170777,0.559208768,3.262848918,
0.4317079,0.566736231,3.257542198,
0.43170803,0.559208768,3.252184937,
0.43170816,0.5629725,3.246777491,
0.43170829,0.5629725,3.241320222,
0.43170842,0.5629725,3.235813493,
0.43170855,0.5629725,3.230257673,
0.43170868,0.5629725,3.22465313,
0.43170881,0.555445036,3.21900024,
0.43170894,0.5629725,3.21329938,
0.43170907,0.5629725,3.20755093,
0.4317092,0.559208768,3.201755273,
0.43170933,0.559208768,3.195912797,
0.43170946,0.555445036,3.19002389,
0.43170959,0.555445036,3.184088946,
0.43170972,0.555445036,3.178108361,
0.43170985,0.555445036,3.172082535,
0.43170998,0.555445036,3.166011867,
0.43171011,0.5629725,3.159896765,
0.43171024,0.5629725,3.153737636,
0.43171037,0.5629725,3.147534891,
0.4317105,0.5629725,3.141288943,
0.43171063,0.559208768,3.135000209,
0.43171076,0.5629725,3.12866911,
0.43171089,0.559208768,3.122296067,
0.43171102,0.566736231,3.115881505,
0.43171115,0.566736231,3.109425853,
0.43171128,0.570499963,3.102929542,
0.43171141,0.566736231,3.096393004,
0.43171154,0.570499963,3.089816675,
0.43171167,0.566736231,3.083200995,
0.4317118,0.566736231,3.076546406,
0.43171193,0.566736231,3.069853349,
0.43171206,0.559208768,3.063122274,
0.43171219,0.566736231,3.056353628,
0.43171232,0.559208768,3.049547863,
0.43171245,0.566736231,3.042705433,
0.43171258,0.570499963,3.035826795,
0.43171271,0.570499963,3.028912408,
0.43171284,0.570499963,3.021962732,
0.43171297,0.566736231,3.014978232,
0.4317131,0.566736231,3.007959374,
0.43171323,0.5629725,3.000906625,
0.43171336,0.559208768,2.993820457,
0.43171349,0.555445036,2.986701343,
0.43171362,0.559208768,2.979549756,
0.43171375,0.559208768,2.972366175,
0.43171388,0.551681305,2.965151078,
0.43171401,0.551681305,2.957904947,
0.43171414,0.540390109,2.950628266,
0.43171427,0.540390109,2.94332152,
0.4317144,0.536626378,2.935985196,
0.43171453,0.532862646,2.928619784,
0.43171466,0.540390109,2.921225775,
0.43171479,0.532862646,2.913803663,
0.43171492,0.532862646,2.906353942,
0.43171505,0.529098914,2.898877111,
0.43171518,0.536626378,2.891373667,
0.43171531,0.536626378,2.883844111,
0.43171544,0.532862646,2.876288946,
0.43171557,0.532862646,2.868708676,
0.4317157,0.532862646,2.861103806,
0.43171583,0.532862646,2.853474844,
0.43171596,0.532862646,2.845822299,
0.43171609,0.529098914,2.838146681,
0.43171622,0.532862646,2.830448502,
0.43171635,0.532862646,2.822728277,
0.43171648,0.529098914,2.81498652,
0.43171661,0.525335182,2.807223747,
0.43171674,0.529098914,2.799440477,
0.43171687,0.529098914,2.791637229,
0.431717,0.525335182,2.783814524,
0.43171713,0.529098914,2.775972883,
0.43171726,0.529098914,2.768112829,
0.43171739,0.525335182,2.760234888,
0.43171752,0.529098914,2.752339584,
0.43171765,0.525335182,2.744427444,
0.43171778,0.525335182,2.736498997,
0.43171791,0.525335182,2.728554771,
0.43171804,0.525335182,2.720595296,
0.43171817,0.525335182,2.712621104,
0.4317183,0.529098914,2.704632726,
0.43171843,0.525335182,2.696630695,
0.43171856,0.521571451,2.688615545,
0.43171869,0.529098914,2.680587811,
0.43171882,0.525335182,2.672548029,
0.43171895,0.525335182,2.664496734,
0.43171908,0.521571451,2.656434465,
0.43171921,0.521571451,2.648361759,
0.43171934,0.517807719,2.640279154,
0.43171947,0.517807719,2.63218719,
0.4317196,0.529098914,2.624086407,
0.43171973,0.521571451,2.615977345,
0.43171986,0.517807719,2.607860545,
0.43171999,0.517807719,2.599736549,
0.43172012,0.521571451,2.591605899,
0.43172025,0.525335182,2.583469137,
0.43172038,0.525335182,2.575326806,
0.43172051,0.529098914,2.567179449,
0.43172064,0.521571451,2.55902761,
0.43172077,0.529098914,2.550871833,
0.4317209,0.529098914,2.542712662,
0.43172103,0.532862646,2.534550641,
0.43172116,0.532862646,2.526386315,
0.43172129,0.529098914,2.518220229,
0.43172142,0.532862646,2.510052927,
0.43172155,0.532862646,2.501884954,
0.43172168,0.532862646,2.493716856,
